partida,desc,año,valor,desc_corta,tipo,subtipo_agro
7901120000,"CINC SIN ALEAR, CON UN CONTENIDO DE CINC INFERIOR AL 99,99% EN PESO",2016-01-01,234.73818827000002,Zinc sin alear,Minería,Minería
307490000,"DEMAS JIBIAS, GLOBITOS,CALAMARES Y POTAS, CONGELADAS, SECAS, SALADAS O EN SALMUERA",2016-01-01,192.56898712999998,Demás calamares cong.,Molusco,Molusco
804502000,"MANGOS Y MANGOSTANES, FRESCOS O SECOS",2016-01-01,190.81644322999998,Mango,Agro,Mango
1801001900,"DEMAS CACAO EN GRANO, ENTERO O PARTIDO, CRUDO, EXCEPTO PARA SIEMBRA",2016-01-01,181.33653329,Cacao,Agro,Cacao
7106912000,PLATA EN BRUTO ALEADA,2016-01-01,160.79158392,Plata aleada,Minería,Minería
806100000,UVAS FRESCAS,2017-01-01,618.23202972,Uvas frescas,Agro,Uvas frescas
804400000,"AGUACATES (PALTAS) , FRESCAS O SECAS",2017-01-01,588.238577249996,Palta,Agro,Palta
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2017-01-01,401.71409105000004,Espárragos frescos,Agro,Espárragos
810400000,"ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS",2017-01-01,369.32256005999795,Arándanos,Agro,Arándanos
7901120000,"CINC SIN ALEAR, CON UN CONTENIDO DE CINC INFERIOR AL 99,99% EN PESO",2017-01-01,329.99546339,Zinc sin alear,Minería,Minería
2309909000,DEMAS PREPARACIONES UTILIZADAS PARA LA ALIMENTACION DE LOS ANIMALES,2017-01-01,221.28735339,Alim. de animales,Manufactura,Manufactura
2510100000,"FOSFATOS DE CALCIO NATURALES, ALUMINOCALCICOS NATURALES Y CRETAS FOSFATADAS S/MOLER",2017-01-01,203.62068456,Fosfato de calcio,Químico,Químico
307430000,JIBIAS (SEPIAS)* Y GLOBITOS; CALAMARES Y POTAS CONGELADOS,2017-01-01,192.60729866999998,Calamares cong.,Molusco,Molusco
804502000,"MANGOS Y MANGOSTANES, FRESCOS O SECOS",2017-01-01,180.40339738999998,Mango,Agro,Mango
7408110000,ALAMBRE DE COBRE REFINADO CON LA MAYOR DIMENSION DE LA SECCION TRANSV. SUP. A 6 MM,2017-01-01,180.32258268,Alambre de cobre,Minería,Minería
806100000,UVAS FRESCAS,2018-01-01,756.224377980003,Uvas frescas,Agro,Uvas frescas
804400000,"AGUACATES (PALTAS) , FRESCAS O SECAS",2018-01-01,722.169621789995,Palta,Agro,Palta
810400000,"ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS",2018-01-01,540.1523806000009,Arándanos,Agro,Arándanos
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2018-01-01,377.509854269998,Espárragos frescos,Agro,Espárragos
7901120000,"CINC SIN ALEAR, CON UN CONTENIDO DE CINC INFERIOR AL 99,99% EN PESO",2018-01-01,349.72573114,Zinc sin alear,Minería,Minería
307430000,JIBIAS (SEPIAS)* Y GLOBITOS; CALAMARES Y POTAS CONGELADOS,2018-01-01,348.582916239999,Calamares cong.,Molusco,Molusco
804502000,"MANGOS Y MANGOSTANES, FRESCOS O SECOS",2018-01-01,248.931206900001,Mango,Agro,Mango
1605540000,"JIBIAS (SEPIAS) Y CALAMARES, PREPARADAS O EN CONSERVA",2018-01-01,247.13972303999998,Calamares en cons.,Molusco,Molusco
2309909000,DEMAS PREPARACIONES UTILIZADAS PARA LA ALIMENTACION DE LOS ANIMALES,2018-01-01,232.133022370001,Alim. de animales,Manufactura,Manufactura
2510100000,"FOSFATOS DE CALCIO NATURALES, ALUMINOCALCICOS NATURALES Y CRETAS FOSFATADAS S/MOLER",2018-01-01,217.82019067,Fosfato de calcio,Químico,Químico
806100000,UVAS FRESCAS,2019-01-01,877.55641744999,Uvas frescas,Agro,Uvas frescas
810400000,"ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS",2019-01-01,814.5607927900029,Arándanos,Agro,Arándanos
804400000,"AGUACATES (PALTAS) , FRESCAS O SECAS",2019-01-01,757.410040450004,Palta,Agro,Palta
307430000,JIBIAS (SEPIAS)* Y GLOBITOS; CALAMARES Y POTAS CONGELADOS,2019-01-01,578.61381962,Calamares cong.,Molusco,Molusco
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2019-01-01,400.199310969998,Espárragos frescos,Agro,Espárragos
1605540000,"JIBIAS (SEPIAS) Y CALAMARES, PREPARADAS O EN CONSERVA",2019-01-01,261.83191168,Calamares en cons.,Molusco,Molusco
804502000,"MANGOS Y MANGOSTANES, FRESCOS O SECOS",2019-01-01,260.435210139999,Mango,Agro,Mango
7901120000,"CINC SIN ALEAR, CON UN CONTENIDO DE CINC INFERIOR AL 99,99% EN PESO",2019-01-01,260.42662661,Zinc sin alear,Minería,Minería
7106912000,PLATA EN BRUTO ALEADA,2019-01-01,241.85860141999999,Plata aleada,Minería,Minería
2510100000,"FOSFATOS DE CALCIO NATURALES, ALUMINOCALCICOS NATURALES Y CRETAS FOSFATADAS S/MOLER",2019-01-01,241.81066338,Fosfato de calcio,Químico,Químico
806100000,UVAS FRESCAS,2020-01-01,1020.04946021999,Uvas frescas,Agro,Uvas frescas
810400000,"ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS",2020-01-01,983.162867289999,Arándanos,Agro,Arándanos
804400000,"AGUACATES (PALTAS) , FRESCAS O SECAS",2020-01-01,755.277886260004,Palta,Agro,Palta
307430000,JIBIAS (SEPIAS)* Y GLOBITOS; CALAMARES Y POTAS CONGELADOS,2020-01-01,406.806195869999,Calamares cong.,Molusco,Molusco
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2020-01-01,381.570477519998,Espárragos frescos,Agro,Espárragos
804502000,"MANGOS Y MANGOSTANES, FRESCOS O SECOS",2020-01-01,273.488993789998,Mango,Agro,Mango
2510100000,"FOSFATOS DE CALCIO NATURALES, ALUMINOCALCICOS NATURALES Y CRETAS FOSFATADAS S/MOLER",2020-01-01,186.91402009,Fosfato de calcio,Químico,Químico
7901120000,"CINC SIN ALEAR, CON UN CONTENIDO DE CINC INFERIOR AL 99,99% EN PESO",2020-01-01,182.68523053,Zinc sin alear,Minería,Minería
1605540000,"JIBIAS (SEPIAS) Y CALAMARES, PREPARADAS O EN CONSERVA",2020-01-01,180.93957628,Calamares en cons.,Molusco,Molusco
805299000,WILKINGS E HÍBRIDOS SIMILARES DE AGRIOS (CÍTRICOS) EXCEPTO TANGELO,2020-01-01,179.13903425,Mandarina,Agro,Mandarina
806100000,UVAS FRESCAS,2021-01-01,1249.79733332998,Uvas frescas,Agro,Uvas frescas
810400000,"ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS",2021-01-01,1185.50315073,Arándanos,Agro,Arándanos
804400000,"AGUACATES (PALTAS) , FRESCAS O SECAS",2021-01-01,1013.73706072001,Palta,Agro,Palta
307430000,JIBIAS (SEPIAS)* Y GLOBITOS; CALAMARES Y POTAS CONGELADOS,2021-01-01,426.11585206,Calamares cong.,Molusco,Molusco
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2021-01-01,399.384854580001,Espárragos frescos,Agro,Espárragos
7408110000,ALAMBRE DE COBRE REFINADO CON LA MAYOR DIMENSION DE LA SECCION TRANSV. SUP. A 6 MM,2021-01-01,341.72094208,Alambre de cobre,Minería,Minería
804502000,"MANGOS Y MANGOSTANES, FRESCOS O SECOS",2021-01-01,319.292457769997,Mango,Agro,Mango
2510100000,"FOSFATOS DE CALCIO NATURALES, ALUMINOCALCICOS NATURALES Y CRETAS FOSFATADAS S/MOLER",2021-01-01,303.78473104,Fosfato de calcio,Químico,Químico
7901120000,"CINC SIN ALEAR, CON UN CONTENIDO DE CINC INFERIOR AL 99,99% EN PESO",2021-01-01,279.38151331,Zinc sin alear,Minería,Minería
2309909000,DEMAS PREPARACIONES UTILIZADAS PARA LA ALIMENTACION DE LOS ANIMALES,2021-01-01,188.23240446,Alim. de animales,Manufactura,Manufactura
810400000,"ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS",2022-01-01,1366.2902788500198,Arándanos,Agro,Arándanos
806100000,UVAS FRESCAS,2022-01-01,1361.55132029002,Uvas frescas,Agro,Uvas frescas
804400000,"AGUACATES (PALTAS) , FRESCAS O SECAS",2022-01-01,895.053240779991,Palta,Agro,Palta
2510100000,"FOSFATOS DE CALCIO NATURALES, ALUMINOCALCICOS NATURALES Y CRETAS FOSFATADAS S/MOLER",2022-01-01,500.78080037,Fosfato de calcio,Químico,Químico
307430000,JIBIAS (SEPIAS)* Y GLOBITOS; CALAMARES Y POTAS CONGELADOS,2022-01-01,443.998301719999,Calamares cong.,Molusco,Molusco
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2022-01-01,371.666888010002,Espárragos frescos,Agro,Espárragos
7901120000,"CINC SIN ALEAR, CON UN CONTENIDO DE CINC INFERIOR AL 99,99% EN PESO",2022-01-01,316.97112272000004,Zinc sin alear,Minería,Minería
7408110000,ALAMBRE DE COBRE REFINADO CON LA MAYOR DIMENSION DE LA SECCION TRANSV. SUP. A 6 MM,2022-01-01,305.54534825,Alambre de cobre,Minería,Minería
804502000,"MANGOS Y MANGOSTANES, FRESCOS O SECOS",2022-01-01,300.64664779000196,Mango,Agro,Mango
2309909000,DEMAS PREPARACIONES UTILIZADAS PARA LA ALIMENTACION DE LOS ANIMALES,2022-01-01,263.72295765,Alim. de animales,Manufactura,Manufactura
