ubigeo,geografia,regi,regi_nom,prov,prov_nom,dist,dist_nom,p_2018,p_2019,p_2020,p_2021,p_2022
090200,Acobamba,09,Huancavelica,02,Acobamba,00,NA,40672,39108,37503,35858,34179
090201,Acobamba,09,Huancavelica,02,Acobamba,01,Acobamba,9689,9652,9579,9468,9320
090202,Andabamba,09,Huancavelica,02,Acobamba,02,Andabamba,3396,3287,3171,3050,2922
090203,Anta,09,Huancavelica,02,Acobamba,03,Anta,4951,4718,4483,4244,4004
090204,Caja,09,Huancavelica,02,Acobamba,04,Caja,1962,1887,1809,1729,1645
090205,Marcas,09,Huancavelica,02,Acobamba,05,Marcas,1633,1577,1519,1457,1394
090206,Paucará,09,Huancavelica,02,Acobamba,06,Paucará,10733,9911,9117,8355,7625
090207,Pomacocha,09,Huancavelica,02,Acobamba,07,Pomacocha,3067,2973,2873,2766,2654
090208,Rosario,09,Huancavelica,02,Acobamba,08,Rosario,5241,5103,4952,4789,4615
090300,Angaraes,09,Huancavelica,03,Angaraes,00,NA,53985,54015,53901,52928,51904
090301,Lircay,09,Huancavelica,03,Angaraes,01,Lircay,25639,25801,25891,25649,25384
090302,Anchonga,09,Huancavelica,03,Angaraes,02,Anchonga,7734,7781,7805,7684,7557
090303,Callanmarca,09,Huancavelica,03,Angaraes,03,Callanmarca,652,634,615,585,555
090304,Ccochaccasa,09,Huancavelica,03,Angaraes,04,Ccochaccasa,3226,3216,3198,3118,3032
090305,Chincho,09,Huancavelica,03,Angaraes,05,Chincho,1014,991,967,925,885
090306,Congalla,09,Huancavelica,03,Angaraes,06,Congalla,3866,3831,3786,3677,3566
090307,Huanca-Huanca,09,Huancavelica,03,Angaraes,07,Huanca-Huanca,1437,1423,1405,1360,1311
090308,Huayllay Grande,09,Huancavelica,03,Angaraes,08,Huayllay Grande,1155,1103,1051,982,915
090309,Julcamarca,09,Huancavelica,03,Angaraes,09,Julcamarca,1879,1907,1929,1911,1889
090310,San Antonio de Antaparco,09,Huancavelica,03,Angaraes,10,San Antonio de Antaparco,2513,2474,2429,2337,2243
090311,Santo Tomás de Pata,09,Huancavelica,03,Angaraes,11,Santo Tomás de Pata,1555,1536,1513,1460,1405
090312,Secclla,09,Huancavelica,03,Angaraes,12,Secclla,3315,3318,3312,3240,3162
090400,Castrovirreyna,09,Huancavelica,04,Castrovirreyna,00,NA,15214,14917,14588,14227,13833
090401,Castrovirreyna,09,Huancavelica,04,Castrovirreyna,01,Castrovirreyna,3217,3199,3172,3134,3084
090402,Arma,09,Huancavelica,04,Castrovirreyna,02,Arma,1042,1008,972,935,895
090403,Aurahua,09,Huancavelica,04,Castrovirreyna,03,Aurahua,1585,1543,1497,1447,1395
090404,Capillas,09,Huancavelica,04,Castrovirreyna,04,Capillas,980,948,915,880,844
090405,Chupamarca,09,Huancavelica,04,Castrovirreyna,05,Chupamarca,964,950,935,916,894
090406,Cocas,09,Huancavelica,04,Castrovirreyna,06,Cocas,768,754,737,718,699
090407,Huachos,09,Huancavelica,04,Castrovirreyna,07,Huachos,985,933,880,828,777
090408,Huamatambo,09,Huancavelica,04,Castrovirreyna,08,Huamatambo,423,422,418,415,408
090409,Mollepampa,09,Huancavelica,04,Castrovirreyna,09,Mollepampa,1253,1229,1201,1172,1138
090410,San Juan,09,Huancavelica,04,Castrovirreyna,10,San Juan,745,758,769,777,784
090411,Santa Ana,09,Huancavelica,04,Castrovirreyna,11,Santa Ana,943,886,834,783,735
090412,Tantará,09,Huancavelica,04,Castrovirreyna,12,Tantará,705,699,691,680,668
090413,Ticrapo,09,Huancavelica,04,Castrovirreyna,13,Ticrapo,1604,1588,1567,1542,1512
090500,Churcampa,09,Huancavelica,05,Churcampa,00,NA,35290,34625,33883,33066,32173
090501,Churcampa,09,Huancavelica,05,Churcampa,01,Churcampa,5562,5534,5493,5441,5376
090502,Anco,09,Huancavelica,05,Churcampa,02,Anco,5941,5896,5833,5757,5667
090503,Chinchihuasi,09,Huancavelica,05,Churcampa,03,Chinchihuasi,2084,1987,1889,1789,1687
090504,El Carmen,09,Huancavelica,05,Churcampa,04,El Carmen,2611,2576,2533,2482,2423
090505,La Merced,09,Huancavelica,05,Churcampa,05,La Merced,1173,1178,1179,1183,1186
090506,Locroja,09,Huancavelica,05,Churcampa,06,Locroja,3596,3534,3464,3379,3284
090507,Paucarbamba,09,Huancavelica,05,Churcampa,07,Paucarbamba,4721,4544,4362,4167,3966
090508,San Miguel de Mayocc,09,Huancavelica,05,Churcampa,08,San Miguel de Mayocc,801,777,751,726,699
090509,San Pedro de Coris,09,Huancavelica,05,Churcampa,09,San Pedro de Coris,3664,3604,3535,3452,3357
090510,Pachamarca,09,Huancavelica,05,Churcampa,10,Pachamarca,1997,1930,1861,1791,1718
090511,Cosme,09,Huancavelica,05,Churcampa,11,Cosme,3140,3065,2983,2899,2810
090600,Huaytará,09,Huancavelica,06,Huaytará,00,NA,18833,18529,18182,17793,17361
090601,Huaytará,09,Huancavelica,06,Huaytará,01,Huaytará,2371,2375,2374,2365,2350
090602,Ayavi,09,Huancavelica,06,Huaytará,02,Ayavi,833,833,830,824,816
090603,Cordova,09,Huancavelica,06,Huaytará,03,Cordova,1058,991,927,865,801
090604,Huayacundo Arma,09,Huancavelica,06,Huaytará,04,Huayacundo Arma,485,488,488,492,494
090605,Laramarca,09,Huancavelica,06,Huaytará,05,Laramarca,905,892,876,855,829
090606,Ocoyo,09,Huancavelica,06,Huaytará,06,Ocoyo,858,795,735,684,631
090607,Pilpichaca,09,Huancavelica,06,Huaytará,07,Pilpichaca,3038,2973,2899,2799,2691
090608,Querco,09,Huancavelica,06,Huaytará,08,Querco,1151,1183,1211,1241,1272
090609,Quito-Arma,09,Huancavelica,06,Huaytará,09,Quito-Arma,745,733,718,699,676
090610,San Antonio de Cusicancha,09,Huancavelica,06,Huaytará,10,San Antonio de Cusicancha,1473,1455,1431,1399,1362
090611,San Francisco de Sangayaico,09,Huancavelica,06,Huaytará,11,San Francisco de Sangayaico,998,1015,1029,1043,1055
090612,San Isidro,09,Huancavelica,06,Huaytará,12,San Isidro,1149,1150,1148,1142,1133
090613,Santiago de Chocorvos,09,Huancavelica,06,Huaytará,13,Santiago de Chocorvos,1812,1706,1600,1492,1381
090614,Santiago de Quirahuara,09,Huancavelica,06,Huaytará,14,Santiago de Quirahuara,397,377,356,333,311
090615,Santo Domingo de Capillas,09,Huancavelica,06,Huaytará,15,Santo Domingo de Capillas,801,778,751,725,697
090616,Tambo,09,Huancavelica,06,Huaytará,16,Tambo,759,785,809,835,862
090700,Tayacaja,09,Huancavelica,07,Tayacaja,00,NA,88394,87301,85995.30082372569,84508,82820
090701,Pampas,09,Huancavelica,07,Tayacaja,01,Pampas,10892,11101,11278,11419,11515
090702,Acostambo,09,Huancavelica,07,Tayacaja,02,Acostambo,3530,3453,3365,3269,3166
090703,Acraquia,09,Huancavelica,07,Tayacaja,03,Acraquia,3772,3664,3548,3424,3293
090704,Ahuaycha,09,Huancavelica,07,Tayacaja,04,Ahuaycha,4154,4071,3978,3873,3758
090705,Colcabamba,09,Huancavelica,07,Tayacaja,05,Colcabamba,12206,12112,11989,11822,11614
090706,Daniel Hernandez,09,Huancavelica,07,Tayacaja,06,Daniel Hernandez,9959,9996,10002,10033,10052
090707,Huachocolpa,09,Huancavelica,07,Tayacaja,07,Huachocolpa,3433,3320,2426,2380,2329
090709,Huaribamba,09,Huancavelica,07,Tayacaja,09,Huaribamba,3222,3141,3052,2955,2852
090710,Ñahuimpuquio,09,Huancavelica,07,Tayacaja,10,Ñahuimpuquio,1573,1527,1479,1426,1372
090711,Pazos,09,Huancavelica,07,Tayacaja,11,Pazos,5513,5361,5198,5021,4834
090713,Quishuar,09,Huancavelica,07,Tayacaja,13,Quishuar,779,767,752,736,718
090714,Salcabamba,09,Huancavelica,07,Tayacaja,14,Salcabamba,4166,4090,4005,3907,3799
090715,Salcahuasi,09,Huancavelica,07,Tayacaja,15,Salcahuasi,2884,2813,2734,2648,2557
090716,San Marcos de Rocchac,09,Huancavelica,07,Tayacaja,16,San Marcos de Rocchac,1959,1875,1789,1703,1613
090717,Surcubamba,09,Huancavelica,07,Tayacaja,17,Surcubamba,5099,5104,4236.300823725686,4158,4068
090718,Tintay Puncu,09,Huancavelica,07,Tayacaja,18,Tintay Puncu,3219,3057,2893,1677,1575
090719,Quichuas,09,Huancavelica,07,Tayacaja,19,Quichuas,4307,4301,4281,4246,4198
090720,Andaymarca,09,Huancavelica,07,Tayacaja,20,Andaymarca,2630,2650,2662,2671,2677
090721,Roble,09,Huancavelica,07,Tayacaja,21,Roble,1374,1294,1216,1140,1066
090722,Pichos,09,Huancavelica,07,Tayacaja,22,Pichos,2076,1986,1894,1800,1705
090723,Santiago de Tucuma,09,Huancavelica,07,Tayacaja,23,Santiago de Tucuma,1647,1618,1585,1545,1503
090724,Lambras,09,Huancavelica,07,Tayacaja,24,Lambras,NA,NA,1633,1603,1568
090725,Cochabamba,09,Huancavelica,07,Tayacaja,25,Cochabamba,NA,NA,NA,1052,988
100000,Huánuco,10,Huánuco,00,NA,00,NA,757467,759851,760267,758416,755213
100100,Huánuco,10,Huánuco,01,Huánuco,00,NA,307723,312201,315799,318371,320269
100101,Huánuco,10,Huánuco,01,Huánuco,01,Huánuco,92440,94200,95540,96397,97086
100102,Amarilis,10,Huánuco,01,Huánuco,02,Amarilis,85811,87373,88635,89553,90762
100103,Chinchao,10,Huánuco,01,Huánuco,03,Chinchao,13316,13262,13159,13015,12920
100104,Churubamba,10,Huánuco,01,Huánuco,04,Churubamba,16764,16080,15364,14619,13954
100105,Margos,10,Huánuco,01,Huánuco,05,Margos,4514,4312,4120,3935,3784
100106,Quisqui,10,Huánuco,01,Huánuco,06,Quisqui,3637,3454,3279,3108,2963
100107,San Francisco de Cayrán,10,Huánuco,01,Huánuco,07,San Francisco de Cayrán,4897,4881,4847,4798,4767
100108,San Pedro de Chaulán,10,Huánuco,01,Huánuco,08,San Pedro de Chaulán,3502,3074,2748,2538,2484
100109,Santa María del Valle,10,Huánuco,01,Huánuco,09,Santa María del Valle,21395,21672,21872,21987,22123
100110,Yarumayo,10,Huánuco,01,Huánuco,10,Yarumayo,1590,1588,1584,1578,1578
100111,Pillco Marca,10,Huánuco,01,Huánuco,11,Pillco Marca,46137,48775,51354,53829,55072
100112,Yacus,10,Huánuco,01,Huánuco,12,Yacus,5293,5200,5092,4965,4857
100113,San Pablo de Pillao,10,Huánuco,01,Huánuco,13,San Pablo de Pillao,8427,8330,8205,8049,7919
100200,Ambo,10,Huánuco,02,Ambo,00,NA,53549,53474,53247,52850,52348
100201,Ambo,10,Huánuco,02,Ambo,01,Ambo,22143,22746,23267,23696,24054
100202,Cayna,10,Huánuco,02,Ambo,02,Cayna,2577,2486,2391,2290,2188
100203,Colpas,10,Huánuco,02,Ambo,03,Colpas,1770,1700,1629,1555,1482
100204,Conchamarca,10,Huánuco,02,Ambo,04,Conchamarca,4644,4533,4411,4276,4135
100205,Huácar,10,Huánuco,02,Ambo,05,Huácar,8100,8090,8053,7994,7920
100206,San Francisco,10,Huánuco,02,Ambo,06,San Francisco,1565,1467,1374,1284,1199
100207,San Rafael,10,Huánuco,02,Ambo,07,San Rafael,9223,9009,8772,8508,8230
100208,Tomay Kichwa,10,Huánuco,02,Ambo,08,Tomay Kichwa,3527,3443,3350,3247,3140
100300,Dos de Mayo,10,Huánuco,03,Dos de Mayo,00,NA,34376,33436,32427,31346,30239
100301,La Unión,10,Huánuco,03,Dos de Mayo,01,La Unión,6992,7056,7093,7102,7108
100307,Chuquis,10,Huánuco,03,Dos de Mayo,07,Chuquis,3395,3262,3123,2980,2833
100311,Marías,10,Huánuco,03,Dos de Mayo,11,Marías,5867,5714,5547,5363,5170
100313,Pachas,10,Huánuco,03,Dos de Mayo,13,Pachas,5543,5179,4821,4470,4131
100316,Quivilla,10,Huánuco,03,Dos de Mayo,16,Quivilla,1218,1156,1094,1031,968
100317,Ripan,10,Huánuco,03,Dos de Mayo,17,Ripan,5502,5422,5324,5208,5078
100321,Shunqui,10,Huánuco,03,Dos de Mayo,21,Shunqui,1701,1636,1567,1496,1423
100322,Sillapata,10,Huánuco,03,Dos de Mayo,22,Sillapata,1824,1744,1662,1578,1493
100323,Yanas,10,Huánuco,03,Dos de Mayo,23,Yanas,2334,2267,2196,2118,2035
100400,Huacaybamba,10,Huánuco,04,Huacaybamba,00,NA,16939,16677,16372,16020,15644
100401,Huacaybamba,10,Huánuco,04,Huacaybamba,01,Huacaybamba,5950,5888,5809,5711,5602
100402,Canchabamba,10,Huánuco,04,Huacaybamba,02,Canchabamba,2775,2754,2725,2688,2645
100403,Cochabamba,10,Huánuco,04,Huacaybamba,03,Cochabamba,1611,1533,1454,1375,1297
100404,Pinra,10,Huánuco,04,Huacaybamba,04,Pinra,6603,6502,6384,6246,6100
100500,Huamalíes,10,Huánuco,05,Huamalíes,00,NA,54108,53168,52095,50876,49585
100501,Llata,10,Huánuco,05,Huamalíes,01,Llata,13925,13842,13718,13583,13439
100502,Arancay,10,Huánuco,05,Huamalíes,02,Arancay,1381,1351,1316,1278,1237
100503,Chavín de Pariarca,10,Huánuco,05,Huamalíes,03,Chavín de Pariarca,3938,3908,3866,3808,3739
100504,Jacas Grande,10,Huánuco,05,Huamalíes,04,Jacas Grande,5992,5958,5906,5828,5735
100505,Jircán,10,Huánuco,05,Huamalíes,05,Jircán,1428,1338,1249,1163,1079
100506,Miraflores,10,Huánuco,05,Huamalíes,06,Miraflores,3180,3156,3124,3077,3023
100507,Monzón,10,Huánuco,05,Huamalíes,07,Monzón,12980,12540,12077,11578,11068
100508,Punchao,10,Huánuco,05,Huamalíes,08,Punchao,2032,2006,1976,1937,1893
100509,Puños,10,Huánuco,05,Huamalíes,09,Puños,4240,4199,4146,4075,3995
100510,Singa,10,Huánuco,05,Huamalíes,10,Singa,3182,3115,3039,2952,2861
100511,Tantamayo,10,Huánuco,05,Huamalíes,11,Tantamayo,1830,1755,1678,1597,1516
100600,Leoncio Prado,10,Huánuco,06,Leoncio Prado,00,NA,134572,136609,138275,139505,140453
100601,Rupa-Rupa,10,Huánuco,06,Leoncio Prado,01,Rupa-Rupa,55795,57034,58126,59087,59894
100602,Daniel Alomía Robles,10,Huánuco,06,Leoncio Prado,02,Daniel Alomía Robles,6833,6867,6880,6887,6890
100603,Hermilio Valdizán,10,Huánuco,06,Leoncio Prado,03,Hermilio Valdizán,3707,3704,3691,3668,3635
100604,José Crespo Y Castillo,10,Huánuco,06,Leoncio Prado,04,José Crespo Y Castillo,23280,23581,23817,23875,23918
100605,Luyando,10,Huánuco,06,Leoncio Prado,05,Luyando,9335,9424,9485,9505,9519
100606,Mariano Damaso Beraún,10,Huánuco,06,Leoncio Prado,06,Mariano Damaso Beraún,10868,11042,11187,11304,11390
100607,Pucayacu,10,Huánuco,06,Leoncio Prado,07,Pucayacu,3910,3920,3917,3922,3924
100608,Castillo Grande,10,Huánuco,06,Leoncio Prado,08,Castillo Grande,13672,13904,14099,14260,14382
100609,Pueblo Nuevo,10,Huánuco,06,Leoncio Prado,09,Pueblo Nuevo,4447,4433,4406,4369,4320
100610,Santo Domingo de Anda,10,Huánuco,06,Leoncio Prado,10,Santo Domingo de Anda,2725,2700,2667,2628,2581
100700,Marañón,10,Huánuco,07,Marañón,00,NA,28715,28978,29160,29249,29277
100701,Huacrachuco,10,Huánuco,07,Marañón,01,Huacrachuco,15178,15142,15048,15077,15077
100702,Cholón,10,Huánuco,07,Marañón,02,Cholón,5793,5722,5629,5573,5507
100703,San Buenaventura,10,Huánuco,07,Marañón,03,San Buenaventura,2173,2139,2097,2059,2010
100704,La Morada,10,Huánuco,07,Marañón,04,La Morada,3127,3415,3713,3811,3902
100705,Santa Rosa de Alto Yanajanca,10,Huánuco,07,Marañón,05,Santa Rosa de Alto Yanajanca,2444,2560,2673,2729,2781
100800,Pachitea,10,Huánuco,08,Pachitea,00,NA,51870,51043,50086,48986,47812
100801,Panao,10,Huánuco,08,Pachitea,01,Panao,18400,18291,18126,17963,17778
100802,Chaglla,10,Huánuco,08,Pachitea,02,Chaglla,10733,10518,10278,10009,9714
100803,Molino,10,Huánuco,08,Pachitea,03,Molino,11117,11030,10912,10601,10277
100804,Umari,10,Huánuco,08,Pachitea,04,Umari,11620,11204,10770,10413,10043
100900,Puerto Inca,10,Huánuco,09,Puerto Inca,00,NA,36016,36550,36987,37306,37553
100901,Puerto Inca,10,Huánuco,09,Puerto Inca,01,Puerto Inca,10318,10505,10665,10781,10870
100902,Codo del Pozuzo,10,Huánuco,09,Puerto Inca,02,Codo del Pozuzo,7862,8065,8248,8400,8532
100903,Honoria,10,Huánuco,09,Puerto Inca,03,Honoria,4916,4856,4782,4711,4637
100904,Tournavista,10,Huánuco,09,Puerto Inca,04,Tournavista,6281,6420,6543,6642,6723
100905,Yuyapichis,10,Huánuco,09,Puerto Inca,05,Yuyapichis,6639,6704,6749,6772,6791
101000,Lauricocha,10,Huánuco,10,Lauricocha,00,NA,19200,18153,17114,16080,15077
101001,Jesús,10,Huánuco,10,Lauricocha,01,Jesús,4240,4084,3921,3751,3578
101002,Baños,10,Huánuco,10,Lauricocha,02,Baños,1957,1776,1606,1447,1301
101003,Jivia,10,Huánuco,10,Lauricocha,03,Jivia,1206,1120,1035,950,869
101004,Queropalca,10,Huánuco,10,Lauricocha,04,Queropalca,1020,972,924,875,827
101005,Rondos,10,Huánuco,10,Lauricocha,05,Rondos,3824,3589,3356,3123,2896
101006,San Francisco de Asis,10,Huánuco,10,Lauricocha,06,San Francisco de Asis,1301,1227,1152,1078,1007
101007,San Miguel de Cauri,10,Huánuco,10,Lauricocha,07,San Miguel de Cauri,5652,5385,5120,4856,4599
101100,Yarowilca,10,Huánuco,11,Yarowilca,00,NA,20399,19562,18705,17827,16956
101101,Chavinillo,10,Huánuco,11,Yarowilca,01,Chavinillo,4891,4736,4570,4390,4207
101102,Cahuac,10,Huánuco,11,Yarowilca,02,Cahuac,1144,1032,928,874,821
101103,Chacabamba,10,Huánuco,11,Yarowilca,03,Chacabamba,1092,991,898,847,795
101104,Aparicio Pomares,10,Huánuco,11,Yarowilca,04,Aparicio Pomares,4942,4857,4754,4566,4379
101105,Jacas Chico,10,Huánuco,11,Yarowilca,05,Jacas Chico,1118,1062,1006,948,892
101106,Obas,10,Huánuco,11,Yarowilca,06,Obas,4002,3846,3684,3513,3342
101107,Pampamarca,10,Huánuco,11,Yarowilca,07,Pampamarca,1138,1067,996,925,859
101108,Choras,10,Huánuco,11,Yarowilca,08,Choras,2072,1971,1869,1764,1661
110000,Ica,11,Ica,00,NA,00,NA,923175,950100,975182,998144,1020050
110100,Ica,11,Ica,01,Ica,00,NA,421151,433860,445752,456677,467131
110101,Ica,11,Ica,01,Ica,01,Ica,160288,164698,168765,173261,177538
110102,La Tinguiña,11,Ica,01,Ica,02,La Tinguiña,43141,44689,46164,47727,49227
110103,Los Aquijes,11,Ica,01,Ica,03,Los Aquijes,23802,24761,25686,26242,26796
110104,Ocucaje,11,Ica,01,Ica,04,Ocucaje,4847,4998,5141,5297,5448
110105,Pachacutec,11,Ica,01,Ica,05,Pachacutec,7838,8070,8284,8519,8741
110106,Parcona,11,Ica,01,Ica,06,Parcona,58266,59294,60173,61178,62071
110107,Pueblo Nuevo,11,Ica,01,Ica,07,Pueblo Nuevo,6920,7220,7513,7832,8150
110108,Salas,11,Ica,01,Ica,08,Salas,27910,29202,30467,31068,31666
110109,San José de Los Molinos,11,Ica,01,Ica,09,San José de Los Molinos,7616,7811,7989,8186,8372
110110,San Juan Bautista,11,Ica,01,Ica,10,San Juan Bautista,14928,15246,15527,15845,16137
110111,Santiago,11,Ica,01,Ica,11,Santiago,29524,30262,30933,31591,32245
110112,Subtanjalla,11,Ica,01,Ica,12,Subtanjalla,29864,31277,32666,33358,34046
110113,Tate,11,Ica,01,Ica,13,Tate,4975,5085,5184,5295,5398
110114,Yauca del Rosario,11,Ica,01,Ica,14,Yauca del Rosario,1232,1247,1260,1278,1296
110200,Chincha,11,Ica,02,Chincha,00,NA,248750,255687,262110,267938,273463
110201,Chincha Alta,11,Ica,02,Chincha,01,Chincha Alta,73730,75486,77070,78523,79899
110202,Alto Laran,11,Ica,02,Chincha,02,Alto Laran,8372,8639,8891,9119,9339
110203,Chavín,11,Ica,02,Chincha,03,Chavín,2263,2455,2658,2856,3057
110204,Chincha Baja,11,Ica,02,Chincha,04,Chincha Baja,14151,14401,14613,14783,14928
110205,El Carmen,11,Ica,02,Chincha,05,El Carmen,13515,13745,13940,14093,14222
110206,Grocio Prado,11,Ica,02,Chincha,06,Grocio Prado,27419,28264,29052,29770,30450
110207,Pueblo Nuevo,11,Ica,02,Chincha,07,Pueblo Nuevo,69371,71511,73510,75326,77050
110208,San Juan de Yanac,11,Ica,02,Chincha,08,San Juan de Yanac,1362,1511,1673,1831,1993
110209,San Pedro de Huacarpana,11,Ica,02,Chincha,09,San Pedro de Huacarpana,1055,1069,1083,1098,1111
110210,Sunampe,11,Ica,02,Chincha,10,Sunampe,31295,32204,33046,33809,34535
110211,Tambo de Mora,11,Ica,02,Chincha,11,Tambo de Mora,6217,6402,6574,6730,6879
110300,Nasca,11,Ica,03,Nasca,00,NA,74339,76481,78472,80285,82012
110301,Nasca,11,Ica,03,Nasca,01,Nasca,29090,29473,29772,30312,30819
110302,Changuillo,11,Ica,03,Nasca,02,Changuillo,2130,2155,2175,2214,2247
110303,El Ingenio,11,Ica,03,Nasca,03,El Ingenio,3460,3527,3585,3669,3749
110304,Marcona,11,Ica,03,Nasca,04,Marcona,17044,17563,18046,18634,19194
110305,Vista Alegre,11,Ica,03,Nasca,05,Vista Alegre,22615,23763,24894,25456,26003
110400,Palpa,11,Ica,04,Palpa,00,NA,14433,14652,14832,15008,15175
110401,Palpa,11,Ica,04,Palpa,01,Palpa,8434,8589,8722,8842,8952
110402,Llipata,11,Ica,04,Palpa,02,Llipata,1697,1732,1765,1798,1829
110403,Río Grande,11,Ica,04,Palpa,03,Río Grande,2898,2926,2946,2970,2995
110404,Santa Cruz,11,Ica,04,Palpa,04,Santa Cruz,1036,1039,1037,1038,1041
110405,Tibillo,11,Ica,04,Palpa,05,Tibillo,368,366,362,360,358
110500,Pisco,11,Ica,05,Pisco,00,NA,164502,169420,174016,178236,182269
110501,Pisco,11,Ica,05,Pisco,01,Pisco,74035,76406,78636,80733,82721
110502,Huancano,11,Ica,05,Pisco,02,Huancano,1492,1474,1452,1448,1443
110503,Humay,11,Ica,05,Pisco,03,Humay,5759,5811,5846,5886,5923
110504,Independencia,11,Ica,05,Pisco,04,Independencia,14129,14357,14544,14733,14908
110505,Paracas,11,Ica,05,Pisco,05,Paracas,7942,8472,9011,9546,10082
110506,San Andrés,11,Ica,05,Pisco,06,San Andrés,15450,15742,15995,16242,16471
110507,San Clemente,11,Ica,05,Pisco,07,San Clemente,27019,27985,28904,29776,30611
110508,Túpac Amaru Inca,11,Ica,05,Pisco,08,Túpac Amaru Inca,18676,19173,19628,19872,20110
120000,Junín,12,Junín,00,NA,00,NA,1335139,1350021,1361467,1369003,1374221
120100,Huancayo,12,Junín,01,Huancayo,00,NA,572314,584464,595183,603163,609721
120101,Huancayo,12,Junín,01,Huancayo,01,Huancayo,122804,123748,124294,125146,125709
120104,Carhuacallanga,12,Junín,01,Huancayo,04,Carhuacallanga,515,492,468,449,431
120105,Chacapampa,12,Junín,01,Huancayo,05,Chacapampa,983,964,941,920,899
120106,Chicche,12,Junín,01,Huancayo,06,Chicche,761,725,687,656,630
120107,Chilca,12,Junín,01,Huancayo,07,Chilca,96609,98573,100252,101522,102548
120108,Chongos Alto,12,Junín,01,Huancayo,08,Chongos Alto,1551,1540,1523,1503,1481
120111,Chupuro,12,Junín,01,Huancayo,11,Chupuro,2090,2096,2095,2083,2065
120112,Colca,12,Junín,01,Huancayo,12,Colca,1064,1047,1032,1014,996
120113,Cullhuas,12,Junín,01,Huancayo,13,Cullhuas,1395,1351,1308,1269,1233
120114,El Tambo,12,Junín,01,Huancayo,14,El Tambo,171500,173882,175725,177221,178306
120116,Huacrapuquio,12,Junín,01,Huancayo,16,Huacrapuquio,1420,1420,1415,1403,1390
120117,Hualhuas,12,Junín,01,Huancayo,17,Hualhuas,5631,5825,6006,6056,6092
120119,Huancan,12,Junín,01,Huancayo,19,Huancan,27005,28507,29996,30981,31882
120120,Huasicancha,12,Junín,01,Huancayo,20,Huasicancha,866,855,840,825,810
120121,Huayucachi,12,Junín,01,Huancayo,21,Huayucachi,10456,10705,10925,11007,11063
120122,Ingenio,12,Junín,01,Huancayo,22,Ingenio,2489,2472,2448,2417,2384
120124,Pariahuanca,12,Junín,01,Huancayo,24,Pariahuanca,5481,5348,5201,5056,4902
120125,Pilcomayo,12,Junín,01,Huancayo,25,Pilcomayo,21979,23024,24039,24862,25618
120126,Pucara,12,Junín,01,Huancayo,26,Pucara,4998,4937,4859,4777,4695
120127,Quichuay,12,Junín,01,Huancayo,27,Quichuay,1937,1937,1931,1916,1896
120128,Quilcas,12,Junín,01,Huancayo,28,Quilcas,4045,4060,4063,4089,4105
120129,San Agustín,12,Junín,01,Huancayo,29,San Agustín,17064,17885,18684,19381,20025
120130,San Jerónimo de Tunán,12,Junín,01,Huancayo,30,San Jerónimo de Tunán,12476,12772,13031,13206,13350
120132,Saño,12,Junín,01,Huancayo,32,Saño,5920,6171,6412,6526,6623
120133,Sapallanga,12,Junín,01,Huancayo,33,Sapallanga,22967,24193,25401,26179,26887
120134,Sicaya,12,Junín,01,Huancayo,34,Sicaya,18834,20503,22244,23457,24599
120135,Santo Domingo de Acobamba,12,Junín,01,Huancayo,35,Santo Domingo de Acobamba,6669,6547,6406,6252,6086
120136,Viques,12,Junín,01,Huancayo,36,Viques,2805,2885,2957,2990,3016
120200,Concepción,12,Junín,02,Concepción,00,NA,59210,59256,59138,58982,58774
120201,Concepción,12,Junín,02,Concepción,01,Concepción,16402,16631,16806,16973,17124
120202,Aco,12,Junín,02,Concepción,02,Aco,1692,1669,1643,1615,1586
120203,Andamarca,12,Junín,02,Concepción,03,Andamarca,3652,3514,3371,3224,3075
120204,Chambara,12,Junín,02,Concepción,04,Chambara,2728,2706,2675,2643,2609
120205,Cochas,12,Junín,02,Concepción,05,Cochas,2014,1995,1971,1946,1919
120206,Comas,12,Junín,02,Concepción,06,Comas,5712,5547,5369,5187,5002
120207,Heroínas Toledo,12,Junín,02,Concepción,07,Heroínas Toledo,1014,983,949,916,880
120208,Manzanares,12,Junín,02,Concepción,08,Manzanares,1537,1537,1532,1526,1519
120209,Mariscal Castilla,12,Junín,02,Concepción,09,Mariscal Castilla,1475,1472,1465,1457,1448
120210,Matahuasi,12,Junín,02,Concepción,10,Matahuasi,6135,6236,6318,6396,6468
120211,Mito,12,Junín,02,Concepción,11,Mito,1462,1462,1457,1452,1445
120212,Nueve de Julio,12,Junín,02,Concepción,12,Nueve de Julio,2417,2488,2555,2619,2679
120213,Orcotuna,12,Junín,02,Concepción,13,Orcotuna,5038,5142,5233,5319,5401
120214,San José de Quero,12,Junín,02,Concepción,14,San José de Quero,5829,5774,5702,5627,5548
120215,Santa Rosa de Ocopa,12,Junín,02,Concepción,15,Santa Rosa de Ocopa,2103,2100,2092,2082,2071
120300,Chanchamayo,12,Junín,03,Chanchamayo,00,NA,167344,167598,167385,167060,166583
120301,Chanchamayo,12,Junín,03,Chanchamayo,01,Chanchamayo,28709,28984,29175,29354,29494
120302,Perené,12,Junín,03,Chanchamayo,02,Perené,59569,59984,60225,60416,60585
120303,Pichanaqui,12,Junín,03,Chanchamayo,03,Pichanaqui,44032,43511,42869,42209,41498
